Particle # ,      x (cm)      ,      y (cm)      ,      z (cm)      ,  n_H (c^m-3)  ,   T_gas (K)   ,  T_dust (K)   , chi (Draine)  , Type (I|P|D)
       168 , -1.358260389E+19 , +1.320245457E+19 , -1.678913522E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       169 , -2.697654019E+19 , -9.200858273E+18 , -7.338093287E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       170 , -9.195094228E+18 , +1.061634502E+19 , -1.186820446E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       171 , -7.561292696E+18 , -1.609287057E+19 , +6.466318372E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       172 , +2.081139013E+19 , -1.017781777E+19 , +2.220014257E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       173 , +4.280893328E+18 , -2.180511411E+19 , -7.887350085E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       174 , -9.108645882E+17 , +2.271243912E+19 , +1.724996267E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       175 , -1.156977623E+19 , +1.156773968E+19 , -2.159386245E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       176 , +8.205125515E+18 , -4.664211637E+17 , +1.642623484E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       177 , +1.019265062E+19 , -2.021643753E+18 , -2.877615678E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       178 , +5.993508930E+16 , -1.318491558E+19 , +1.791778663E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       179 , -1.734721089E+19 , +1.917239540E+19 , -1.298839803E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       180 , -7.689298949E+18 , +2.303472890E+19 , +1.020316661E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       181 , -1.908505838E+19 , -7.050896923E+18 , -1.788035119E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       182 , -2.886909739E+18 , -2.369490655E+19 , +8.756350975E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       183 , +3.550707819E+18 , -1.627141713E+19 , -1.097402444E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       184 , -1.734081428E+19 , -1.580174644E+17 , +6.466139403E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       185 , +7.219702006E+18 , +1.721496800E+19 , +1.253600374E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       186 , +1.203369861E+19 , -8.089323117E+18 , +1.049046789E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       187 , -2.179161736E+19 , +1.282328650E+19 , -1.345968901E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       188 , -6.159552640E+18 , +3.440181930E+17 , -2.810636107E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       189 , +1.323855700E+19 , -8.718897020E+18 , -9.746381402E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       190 , +1.685979724E+19 , +4.171922620E+18 , -1.917952640E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       191 , +1.019407929E+19 , -7.695874528E+18 , +2.737230921E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       192 , +4.548535752E+17 , -5.689001297E+16 , -8.327568291E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       193 , +2.506643782E+19 , -6.058953376E+18 , -4.587341235E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       194 , +2.379724305E+19 , +1.907966462E+18 , +1.769961688E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       195 , -1.499643363E+18 , +1.213140659E+19 , -1.527904776E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       196 , -1.991327896E+19 , +2.196574215E+19 , -1.136007049E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       197 , -8.418611211E+18 , -1.832091808E+19 , -2.313689568E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       198 , +6.740215465E+18 , +1.619392651E+19 , +1.328007171E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       199 , +2.368113826E+19 , +1.763867166E+18 , +1.950336211E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       200 , +3.003653886E+19 , -3.693084073E+18 , +4.883806975E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       201 , -2.468844848E+19 , -5.093003579E+18 , +7.199669786E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       202 , -8.091819431E+18 , +7.486270615E+18 , +1.192597760E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       203 , +1.246583234E+19 , -2.424997368E+19 , -2.725476032E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       204 , +2.241542104E+19 , +7.779953073E+18 , -8.144593776E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       205 , +9.132686396E+17 , -1.662776662E+19 , -4.068246936E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       206 , -1.694895481E+18 , -2.697201042E+19 , -1.279825857E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       207 , -1.585883734E+19 , -5.380270914E+18 , -1.408697951E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       208 , +8.687818074E+18 , -1.898345319E+19 , +1.670916371E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       209 , +6.031728442E+18 , +5.638659391E+18 , -2.734232876E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       210 , +1.879707209E+19 , -4.158907232E+18 , +1.155754151E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       211 , -8.251848846E+17 , +4.144241006E+18 , -2.387745833E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       212 , +5.620617434E+17 , +1.297138977E+19 , -2.774574718E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       213 , +6.850084105E+18 , +1.913356832E+19 , -1.086765187E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       214 , +2.049430589E+19 , +1.546207165E+19 , -6.894440722E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       215 , +1.583261217E+19 , -1.560163068E+18 , +1.440205805E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       216 , -1.403496732E+19 , +1.583914763E+19 , -9.502116071E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       217 , +1.201565974E+18 , +1.771814329E+19 , +3.264927781E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       218 , +4.240992430E+18 , +1.420293002E+19 , +2.311939681E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       219 , -1.637572230E+18 , +7.357057862E+18 , +2.647221086E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       220 , -7.236327637E+18 , -2.826351155E+19 , +3.247981239E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       221 , -2.947961107E+18 , +1.464494717E+19 , -1.262382829E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       222 , +1.613420322E+19 , -1.635166635E+19 , -1.296845220E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       223 , +1.236681294E+19 , -6.451087467E+18 , +6.865867346E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       224 , -1.445996697E+19 , +2.045764804E+19 , -1.777130025E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       225 , +2.047317826E+19 , +8.769748988E+18 , +1.731737855E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       226 , +2.720995011E+18 , -7.283362622E+18 , +7.771884026E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       227 , -1.038348436E+19 , +2.058134669E+19 , +1.369134934E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       228 , -7.889454517E+18 , +2.882293566E+19 , -6.981669744E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       229 , +2.086324186E+19 , +5.291511395E+18 , -1.153176068E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       230 , +1.283823044E+18 , -7.604976635E+18 , +3.315826034E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       231 , -8.365929436E+18 , +1.438649698E+19 , -2.480210324E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       232 , -1.504935609E+19 , +3.928308368E+18 , -1.356933548E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       233 , +6.705402850E+18 , +2.567396147E+18 , +2.440405699E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       234 , -1.052657032E+19 , +8.145494794E+18 , -4.238995996E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       235 , -1.061010578E+19 , +1.693528834E+19 , -1.711348932E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       236 , -1.702146515E+19 , +1.055093483E+19 , +5.799339885E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       237 , -1.441513516E+19 , -1.813666301E+19 , +5.605624126E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       238 , +1.078204900E+19 , -1.357984838E+19 , -8.290546330E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       239 , -1.494325506E+19 , -9.324544578E+17 , -7.812550172E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       240 , +2.367647333E+17 , -3.344905460E+18 , -1.991045248E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       241 , -4.225783124E+18 , -7.931259278E+18 , -4.079157892E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       242 , -1.197400309E+18 , +1.373651132E+19 , +1.073460671E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       243 , +1.927442951E+19 , +3.338058342E+18 , -9.755086098E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       244 , +1.825486606E+19 , +1.523605810E+19 , -1.002481136E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       245 , -5.870865893E+17 , -3.905566923E+18 , -2.459740864E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       246 , +1.481328323E+19 , -1.717893654E+19 , +1.669537382E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       247 , +5.531774602E+17 , +1.008780547E+19 , +1.467516830E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       248 , +1.986043673E+19 , +1.052286442E+19 , -1.973053895E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       249 , -2.338041737E+19 , +1.762652334E+19 , -3.371217034E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       250 , +5.769211328E+18 , -2.531528230E+19 , -1.665998727E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       251 , -9.536617033E+18 , -2.619088037E+19 , -3.381695995E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       252 , -1.562923207E+18 , +6.842261912E+18 , +2.867382645E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       253 , -1.302250094E+19 , -4.462223176E+18 , -1.074853854E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       254 , +2.321686719E+19 , +6.799404935E+18 , -1.782397277E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       255 , +1.730550795E+18 , -1.327949777E+19 , -9.058012997E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       256 , +8.681007984E+18 , +1.426978122E+19 , +1.038927926E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       257 , +1.314698952E+19 , +1.919333790E+19 , +9.851053760E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       258 , +6.285827828E+18 , +1.689026831E+19 , +1.826493463E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       259 , +8.048734113E+18 , +8.724756722E+18 , -2.456314836E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       260 , -2.141548251E+19 , +1.597824073E+19 , +6.621419961E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       261 , +1.010029012E+18 , -2.872486048E+18 , +5.368085572E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       262 , +1.980482664E+19 , +5.491793476E+18 , +2.122622247E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       263 , +8.253678653E+18 , -8.640795432E+18 , +2.254863901E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       264 , -4.347127399E+18 , +2.118138140E+19 , +4.397473316E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       265 , -4.285636014E+18 , -1.855439588E+19 , -1.900268313E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       266 , -2.479585783E+19 , -6.238107822E+18 , -1.535140382E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       267 , +1.609441649E+19 , -1.530211938E+19 , -1.477433581E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       268 , -1.162042145E+19 , +4.675267620E+18 , +2.285825590E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       269 , +5.734929449E+18 , -9.637654463E+17 , +2.544448888E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       270 , -1.144635838E+19 , -2.210876948E+19 , +1.742559018E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       271 , +2.405963674E+19 , +2.075620741E+17 , +7.034098493E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       272 , -3.907804039E+17 , -2.885786861E+19 , +4.589674007E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       273 , -6.397776214E+18 , +2.328986507E+18 , -1.599766815E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       274 , +2.311133085E+19 , -9.297523298E+18 , -1.015520284E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       275 , -1.824012886E+19 , -2.056034865E+19 , +2.669447531E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       276 , +8.851173851E+18 , -1.607685899E+19 , +3.817958362E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       277 , +3.664146587E+18 , -1.323387603E+19 , -8.181896533E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       278 , +1.222608444E+19 , +1.430577874E+19 , -1.058766674E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       279 , +4.498125036E+18 , -1.135890410E+19 , +1.214258909E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       280 , +1.845120773E+19 , -5.160425636E+18 , +3.503592606E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       281 , +3.441505686E+18 , -2.021852654E+19 , -1.854875217E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       282 , -8.413979609E+18 , -2.297270678E+19 , -5.585483908E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       283 , -1.463631036E+19 , -4.674070377E+18 , +2.101851933E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       284 , +9.147019369E+18 , -1.381781893E+19 , +1.205529835E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       285 , -7.774546966E+18 , -6.428028198E+18 , -2.477481042E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       286 , +9.896644647E+18 , +1.163079859E+19 , +1.694168804E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       287 , -4.623884916E+18 , -1.788127381E+19 , -8.508524773E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       288 , +1.257380020E+19 , -1.461224208E+19 , +1.568334868E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       289 , +2.319290999E+18 , -6.152970889E+15 , +2.085111823E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       290 , -2.443471937E+19 , -6.919882134E+18 , +1.515530900E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       291 , -2.310396842E+19 , +1.245498001E+19 , -1.023316557E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       292 , +2.424704846E+19 , -8.815771871E+18 , +2.779102950E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       293 , +4.565960574E+18 , +2.774855515E+18 , -1.610748742E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       294 , +2.595794256E+18 , +9.046703988E+18 , -1.347388929E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       295 , -4.126408875E+18 , -1.203902449E+19 , +1.366181015E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       296 , -3.254664817E+18 , +1.182392745E+17 , +3.044528007E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       297 , +9.111182309E+18 , +7.004963525E+18 , -1.560164919E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       298 , -1.259320294E+19 , -1.193250381E+19 , +2.241719531E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       299 , -2.254839832E+18 , -5.902848943E+18 , -2.046285667E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       300 , -1.746071754E+18 , +1.002738481E+19 , -2.712473912E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       301 , +1.582945243E+19 , -1.908187088E+18 , +1.526473022E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       302 , +1.823366437E+19 , +1.786898664E+19 , +1.601688884E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       303 , +1.140459681E+19 , +1.151877923E+19 , -1.498764254E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       304 , +2.983096176E+19 , -7.373479838E+18 , +1.229441986E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       305 , -1.601184376E+19 , -2.080364199E+19 , -1.541925787E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       306 , -2.239394473E+18 , -1.740456438E+19 , -2.043011763E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       307 , -2.044285962E+17 , -2.728380889E+19 , -1.878767003E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       308 , +5.837944798E+17 , +3.667938885E+18 , +2.872163903E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       309 , +2.119060140E+19 , +6.702351115E+18 , -5.918264988E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       310 , -1.790075986E+19 , -1.015083660E+19 , +1.733843830E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       311 , -5.163977251E+18 , +2.703236010E+19 , +1.303178265E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       312 , +2.393705819E+18 , +2.753344330E+19 , -1.045997831E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       313 , +4.243294345E+18 , +7.372745447E+18 , +1.543841376E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       314 , +1.498006103E+19 , +1.041932450E+19 , +2.705413573E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       315 , +1.198116186E+19 , -4.493416292E+18 , +1.410208081E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       316 , -1.091377041E+19 , +5.066374180E+17 , +1.844979141E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       317 , +1.727195121E+19 , +1.655960709E+19 , -1.325555600E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       318 , -9.916673781E+18 , -2.297947675E+19 , +2.478562881E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       319 , +1.510295431E+18 , -1.453173674E+19 , -2.510251248E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       320 , +2.545680999E+19 , -4.818645176E+16 , +4.941148123E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       321 , +1.152473768E+19 , +9.890285066E+18 , +4.424676650E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       322 , -1.583254120E+19 , +1.087867083E+19 , +1.821964305E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       323 , -1.241975391E+19 , -1.062222015E+19 , -6.520567671E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       324 , -2.711603442E+18 , -1.330231944E+19 , +1.370916296E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       325 , +1.306304983E+19 , +1.335514625E+19 , +2.202395037E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       326 , +1.322103313E+17 , +4.648533309E+18 , -1.979940819E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       327 , +7.786195399E+17 , +8.216881947E+18 , +2.286840778E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       328 , -4.677680620E+18 , -2.096782473E+19 , +1.003575317E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       329 , -2.109820079E+19 , -8.659130529E+18 , -5.222444672E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       330 , -1.813729866E+19 , +2.124378368E+17 , -1.173450822E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
