Particle #,x (cm),y (cm),z (cm),n_H (cm-3),T_gas (K),T_dust (K),chi (Draine),Type (I|P|D)
198,+1.8729017E+18,-9.5404675E+18,-1.1130545E+19,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
199,+1.8853729E+18,-9.5404675E+18,-1.1130545E+19,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
200,+1.8983531E+18,-9.5404675E+18,-1.1130545E+19,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
201,+1.9118857E+18,-9.5404675E+18,-1.1130545E+19,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
202,+1.9260197E+18,-9.5404675E+18,-1.1130545E+19,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
203,+1.9408112E+18,-9.5404675E+18,-1.1130545E+19,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
204,+1.9423291E+18,-9.5404675E+18,-1.1130545E+19,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
205,+1.9438544E+18,-9.5404675E+18,-1.1130545E+19,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
206,+1.9453870E+18,-9.5404675E+18,-1.1130545E+19,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
207,+1.9469270E+18,-9.5404675E+18,-1.1130545E+19,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
208,+1.9484746E+18,-9.5404675E+18,-1.1130545E+19,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
209,+1.9500296E+18,-9.5404675E+18,-1.1130545E+19,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
210,+1.9515924E+18,-9.5404675E+18,-1.1130545E+19,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
211,+1.9531628E+18,-9.5404675E+18,-1.1130545E+19,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
212,+1.9547411E+18,-9.5404675E+18,-1.1130545E+19,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
213,+1.9548993E+18,-9.5404675E+18,-1.1130545E+19,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
214,+1.9550577E+18,-9.5404675E+18,-1.1130545E+19,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
215,+1.9552161E+18,-9.5404675E+18,-1.1130545E+19,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
216,+1.9553746E+18,-9.5404675E+18,-1.1130545E+19,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
217,+1.9555331E+18,-9.5404675E+18,-1.1130545E+19,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
218,+1.9556918E+18,-9.5404675E+18,-1.1130545E+19,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
219,+1.9558505E+18,-9.5404675E+18,-1.1130545E+19,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
220,+1.9560093E+18,-9.5404675E+18,-1.1130545E+19,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
221,+1.9561682E+18,-9.5404675E+18,-1.1130545E+19,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
222,+1.9563272E+18,-9.5404675E+18,-1.1130545E+19,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
223,-1.9563272E+18,-7.9503896E+18,-1.1130545E+19,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
224,-1.9561682E+18,-7.9503896E+18,-1.1130545E+19,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
225,-1.9560093E+18,-7.9503896E+18,-1.1130545E+19,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
226,-1.9558505E+18,-7.9503896E+18,-1.1130545E+19,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
227,-1.9556918E+18,-7.9503896E+18,-1.1130545E+19,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
228,-1.9555331E+18,-7.9503896E+18,-1.1130545E+19,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
229,-1.9553746E+18,-7.9503896E+18,-1.1130545E+19,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
230,-1.9552161E+18,-7.9503896E+18,-1.1130545E+19,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
231,-1.9550577E+18,-7.9503896E+18,-1.1130545E+19,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
232,-1.9548993E+18,-7.9503896E+18,-1.1130545E+19,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
233,-1.9547411E+18,-7.9503896E+18,-1.1130545E+19,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
234,-1.9531628E+18,-7.9503896E+18,-1.1130545E+19,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
235,-1.9515924E+18,-7.9503896E+18,-1.1130545E+19,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
236,-1.9500296E+18,-7.9503896E+18,-1.1130545E+19,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
237,-1.9484746E+18,-7.9503896E+18,-1.1130545E+19,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
238,-1.9469270E+18,-7.9503896E+18,-1.1130545E+19,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
239,-1.9453870E+18,-7.9503896E+18,-1.1130545E+19,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
240,-1.9438544E+18,-7.9503896E+18,-1.1130545E+19,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
241,-1.9423291E+18,-7.9503896E+18,-1.1130545E+19,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
242,-1.9408112E+18,-7.9503896E+18,-1.1130545E+19,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
243,-1.9260197E+18,-7.9503896E+18,-1.1130545E+19,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
244,-1.9118857E+18,-7.9503896E+18,-1.1130545E+19,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
245,-1.8983531E+18,-7.9503896E+18,-1.1130545E+19,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
246,-1.8853729E+18,-7.9503896E+18,-1.1130545E+19,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
247,-1.8729017E+18,-7.9503896E+18,-1.1130545E+19,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
248,-1.8609011E+18,-7.9503896E+18,-1.1130545E+19,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
249,-1.8493369E+18,-7.9503896E+18,-1.1130545E+19,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
250,-1.8381785E+18,-7.9503896E+18,-1.1130545E+19,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
251,-1.8273983E+18,-7.9503896E+18,-1.1130545E+19,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
252,-1.7365367E+18,-7.9503896E+18,-1.1130545E+19,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
253,-1.6658666E+18,-7.9503896E+18,-1.1130545E+19,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
254,-1.6080456E+18,-7.9503896E+18,-1.1130545E+19,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
255,-1.5591201E+18,-7.9503896E+18,-1.1130545E+19,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
256,-1.5167180E+18,-7.9503896E+18,-1.1130545E+19,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
257,-1.4793044E+18,-7.9503896E+18,-1.1130545E+19,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
258,-1.4458291E+18,-7.9503896E+18,-1.1130545E+19,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
259,-1.4155419E+18,-7.9503896E+18,-1.1130545E+19,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
260,-1.3878884E+18,-7.9503896E+18,-1.1130545E+19,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
261,-1.2008204E+18,-7.9503896E+18,-1.1130545E+19,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
262,-1.0830368E+18,-7.9503896E+18,-1.1130545E+19,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
263,-9.9708666E+17,-7.9503896E+18,-1.1130545E+19,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
264,-9.2942377E+17,-7.9503896E+18,-1.1130545E+19,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
265,-8.7363156E+17,-7.9503896E+18,-1.1130545E+19,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
266,-8.2616655E+17,-7.9503896E+18,-1.1130545E+19,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
267,-7.8486582E+17,-7.9503896E+18,-1.1130545E+19,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
268,-7.4831231E+17,-7.9503896E+18,-1.1130545E+19,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
269,-7.1552720E+17,-7.9503896E+18,-1.1130545E+19,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
270,-5.0630642E+17,-7.9503896E+18,-1.1130545E+19,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
271,-3.8010976E+17,-7.9503896E+18,-1.1130545E+19,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
272,-2.8976442E+17,-7.9503896E+18,-1.1130545E+19,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
273,-2.1940699E+17,-7.9503896E+18,-1.1130545E+19,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
274,-1.6179547E+17,-7.9503896E+18,-1.1130545E+19,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
275,-1.1302008E+17,-7.9503896E+18,-1.1130545E+19,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
276,-7.0730771E+16,-7.9503896E+18,-1.1130545E+19,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
277,-3.3404998E+16,-7.9503896E+18,-1.1130545E+19,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
278,+0.0000000E+00,-7.9503896E+18,-1.1130545E+19,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
279,+3.3404998E+16,-7.9503896E+18,-1.1130545E+19,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
280,+7.0730771E+16,-7.9503896E+18,-1.1130545E+19,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
281,+1.1302008E+17,-7.9503896E+18,-1.1130545E+19,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
282,+1.6179547E+17,-7.9503896E+18,-1.1130545E+19,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
283,+2.1940699E+17,-7.9503896E+18,-1.1130545E+19,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
284,+2.8976442E+17,-7.9503896E+18,-1.1130545E+19,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
285,+3.8010976E+17,-7.9503896E+18,-1.1130545E+19,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
286,+5.0630642E+17,-7.9503896E+18,-1.1130545E+19,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
287,+7.1552720E+17,-7.9503896E+18,-1.1130545E+19,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
288,+7.4831231E+17,-7.9503896E+18,-1.1130545E+19,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
289,+7.8486582E+17,-7.9503896E+18,-1.1130545E+19,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
290,+8.2616655E+17,-7.9503896E+18,-1.1130545E+19,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
291,+8.7363156E+17,-7.9503896E+18,-1.1130545E+19,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
292,+9.2942377E+17,-7.9503896E+18,-1.1130545E+19,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
293,+9.9708666E+17,-7.9503896E+18,-1.1130545E+19,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
294,+1.0830368E+18,-7.9503896E+18,-1.1130545E+19,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
295,+1.2008204E+18,-7.9503896E+18,-1.1130545E+19,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
296,+1.3878884E+18,-7.9503896E+18,-1.1130545E+19,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
297,+1.4155419E+18,-7.9503896E+18,-1.1130545E+19,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
298,+1.4458291E+18,-7.9503896E+18,-1.1130545E+19,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
299,+1.4793044E+18,-7.9503896E+18,-1.1130545E+19,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
300,+1.5167180E+18,-7.9503896E+18,-1.1130545E+19,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
301,+1.5591201E+18,-7.9503896E+18,-1.1130545E+19,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
302,+1.6080456E+18,-7.9503896E+18,-1.1130545E+19,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
303,+1.6658666E+18,-7.9503896E+18,-1.1130545E+19,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
304,+1.7365367E+18,-7.9503896E+18,-1.1130545E+19,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
305,+1.8273983E+18,-7.9503896E+18,-1.1130545E+19,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
306,+1.8381785E+18,-7.9503896E+18,-1.1130545E+19,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
307,+1.8493369E+18,-7.9503896E+18,-1.1130545E+19,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
308,+1.8609011E+18,-7.9503896E+18,-1.1130545E+19,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
309,+1.8729017E+18,-7.9503896E+18,-1.1130545E+19,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
310,+1.8853729E+18,-7.9503896E+18,-1.1130545E+19,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
311,+1.8983531E+18,-7.9503896E+18,-1.1130545E+19,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
312,+1.9118857E+18,-7.9503896E+18,-1.1130545E+19,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
313,+1.9260197E+18,-7.9503896E+18,-1.1130545E+19,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
314,+1.9408112E+18,-7.9503896E+18,-1.1130545E+19,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
315,+1.9423291E+18,-7.9503896E+18,-1.1130545E+19,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
316,+1.9438544E+18,-7.9503896E+18,-1.1130545E+19,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
317,+1.9453870E+18,-7.9503896E+18,-1.1130545E+19,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
318,+1.9469270E+18,-7.9503896E+18,-1.1130545E+19,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
319,+1.9484746E+18,-7.9503896E+18,-1.1130545E+19,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
320,+1.9500296E+18,-7.9503896E+18,-1.1130545E+19,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
321,+1.9515924E+18,-7.9503896E+18,-1.1130545E+19,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
322,+1.9531628E+18,-7.9503896E+18,-1.1130545E+19,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
323,+1.9547411E+18,-7.9503896E+18,-1.1130545E+19,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
324,+1.9548993E+18,-7.9503896E+18,-1.1130545E+19,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
325,+1.9550577E+18,-7.9503896E+18,-1.1130545E+19,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
326,+1.9552161E+18,-7.9503896E+18,-1.1130545E+19,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
327,+1.9553746E+18,-7.9503896E+18,-1.1130545E+19,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
328,+1.9555331E+18,-7.9503896E+18,-1.1130545E+19,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
329,+1.9556918E+18,-7.9503896E+18,-1.1130545E+19,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
330,+1.9558505E+18,-7.9503896E+18,-1.1130545E+19,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
331,+1.9560093E+18,-7.9503896E+18,-1.1130545E+19,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
332,+1.9561682E+18,-7.9503896E+18,-1.1130545E+19,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
333,+1.9563272E+18,-7.9503896E+18,-1.1130545E+19,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
334,-1.9563272E+18,-6.3603117E+18,-1.1130545E+19,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
335,-1.9561682E+18,-6.3603117E+18,-1.1130545E+19,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
336,-1.9560093E+18,-6.3603117E+18,-1.1130545E+19,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
337,-1.9558505E+18,-6.3603117E+18,-1.1130545E+19,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
338,-1.9556918E+18,-6.3603117E+18,-1.1130545E+19,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
339,-1.9555331E+18,-6.3603117E+18,-1.1130545E+19,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
340,-1.9553746E+18,-6.3603117E+18,-1.1130545E+19,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
341,-1.9552161E+18,-6.3603117E+18,-1.1130545E+19,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
342,-1.9550577E+18,-6.3603117E+18,-1.1130545E+19,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
343,-1.9548993E+18,-6.3603117E+18,-1.1130545E+19,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
344,-1.9547411E+18,-6.3603117E+18,-1.1130545E+19,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
345,-1.9531628E+18,-6.3603117E+18,-1.1130545E+19,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
346,-1.9515924E+18,-6.3603117E+18,-1.1130545E+19,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
347,-1.9500296E+18,-6.3603117E+18,-1.1130545E+19,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
348,-1.9484746E+18,-6.3603117E+18,-1.1130545E+19,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
349,-1.9469270E+18,-6.3603117E+18,-1.1130545E+19,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
350,-1.9453870E+18,-6.3603117E+18,-1.1130545E+19,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
351,-1.9438544E+18,-6.3603117E+18,-1.1130545E+19,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
352,-1.9423291E+18,-6.3603117E+18,-1.1130545E+19,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
353,-1.9408112E+18,-6.3603117E+18,-1.1130545E+19,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
354,-1.9260197E+18,-6.3603117E+18,-1.1130545E+19,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
355,-1.9118857E+18,-6.3603117E+18,-1.1130545E+19,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
356,-1.8983531E+18,-6.3603117E+18,-1.1130545E+19,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
357,-1.8853729E+18,-6.3603117E+18,-1.1130545E+19,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
358,-1.8729017E+18,-6.3603117E+18,-1.1130545E+19,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
359,-1.8609011E+18,-6.3603117E+18,-1.1130545E+19,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
360,-1.8493369E+18,-6.3603117E+18,-1.1130545E+19,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
361,-1.8381785E+18,-6.3603117E+18,-1.1130545E+19,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
362,-1.8273983E+18,-6.3603117E+18,-1.1130545E+19,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
363,-1.7365367E+18,-6.3603117E+18,-1.1130545E+19,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
364,-1.6658666E+18,-6.3603117E+18,-1.1130545E+19,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
365,-1.6080456E+18,-6.3603117E+18,-1.1130545E+19,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
366,-1.5591201E+18,-6.3603117E+18,-1.1130545E+19,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
367,-1.5167180E+18,-6.3603117E+18,-1.1130545E+19,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
368,-1.4793044E+18,-6.3603117E+18,-1.1130545E+19,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
369,-1.4458291E+18,-6.3603117E+18,-1.1130545E+19,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
370,-1.4155419E+18,-6.3603117E+18,-1.1130545E+19,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
371,-1.3878884E+18,-6.3603117E+18,-1.1130545E+19,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
372,-1.2008204E+18,-6.3603117E+18,-1.1130545E+19,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
373,-1.0830368E+18,-6.3603117E+18,-1.1130545E+19,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
374,-9.9708666E+17,-6.3603117E+18,-1.1130545E+19,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
375,-9.2942377E+17,-6.3603117E+18,-1.1130545E+19,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
376,-8.7363156E+17,-6.3603117E+18,-1.1130545E+19,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
377,-8.2616655E+17,-6.3603117E+18,-1.1130545E+19,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
378,-7.8486582E+17,-6.3603117E+18,-1.1130545E+19,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
379,-7.4831231E+17,-6.3603117E+18,-1.1130545E+19,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
380,-7.1552720E+17,-6.3603117E+18,-1.1130545E+19,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
381,-5.0630642E+17,-6.3603117E+18,-1.1130545E+19,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
382,-3.8010976E+17,-6.3603117E+18,-1.1130545E+19,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
383,-2.8976442E+17,-6.3603117E+18,-1.1130545E+19,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
384,-2.1940699E+17,-6.3603117E+18,-1.1130545E+19,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
385,-1.6179547E+17,-6.3603117E+18,-1.1130545E+19,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
386,-1.1302008E+17,-6.3603117E+18,-1.1130545E+19,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
387,-7.0730771E+16,-6.3603117E+18,-1.1130545E+19,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
388,-3.3404998E+16,-6.3603117E+18,-1.1130545E+19,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
389,+0.0000000E+00,-6.3603117E+18,-1.1130545E+19,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
390,+3.3404998E+16,-6.3603117E+18,-1.1130545E+19,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
391,+7.0730771E+16,-6.3603117E+18,-1.1130545E+19,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
392,+1.1302008E+17,-6.3603117E+18,-1.1130545E+19,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
393,+1.6179547E+17,-6.3603117E+18,-1.1130545E+19,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
394,+2.1940699E+17,-6.3603117E+18,-1.1130545E+19,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
395,+2.8976442E+17,-6.3603117E+18,-1.1130545E+19,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
396,+3.8010976E+17,-6.3603117E+18,-1.1130545E+19,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
